23:38:02.367 INFO  Fresh Run ========================
00:00:08.037 DEBUG Watch omega220.10.40.20.06.001 already exists.
00:00:08.198 DEBUG Watch omega233.30.41.21.01.001 already exists.
00:00:08.373 DEBUG Watch omega522.12.41.21.03.001 already exists.
00:00:08.533 DEBUG Watch omega212.30.41.20.04.001 already exists.
00:00:08.693 DEBUG Watch omega326.32.40.50.02.001 already exists.
00:00:08.852 DEBUG Watch omega329.32.44.51.06.001 already exists.
00:00:09.018 DEBUG Watch omega331.10.42.51.01.002 already exists.
00:00:09.183 DEBUG Watch omega311.33.40.30.02.001 already exists.
00:00:09.388 DEBUG Watch omega311.33.44.51.01.001 already exists.
00:00:09.552 DEBUG Watch omega2224.80.00 already exists.
00:00:09.713 DEBUG Watch omega212.30.41.20.03.001 already exists.
00:00:09.892 DEBUG Watch omega424.10.40.20.02.005 already exists.
00:00:10.056 DEBUG Watch omega210.30.42.20.04.001 already exists.
00:00:10.428 DEBUG Watch omega3623.33.21 already exists.
00:00:10.596 DEBUG Watch omega210.32.42.20.04.001 already exists.
00:00:10.774 DEBUG Watch omega3510.80.00 already exists.
00:00:10.951 DEBUG Watch omega231.10.42.21.03.001 already exists.
00:00:11.138 DEBUG Watch omega522.30.42.30.04.001 already exists.
00:00:11.298 DEBUG Watch omega3513.54.00 already exists.
00:00:11.587 DEBUG Watch omega212.30.44.50.03.001 already exists.
00:00:11.755 DEBUG Watch omega215.90.44.21.99.001 already exists.
00:00:11.921 DEBUG Watch omega215.92.46.22.01.001 already exists.
00:00:12.081 DEBUG Watch omega215.30.46.51.01.001 already exists.
00:00:12.241 DEBUG Watch omega326.32.40.50.06.001 already exists.
00:00:12.401 DEBUG Watch omega220.12.43.22.03.001 already exists.
00:00:12.560 DEBUG Watch omega327.20.43.50.01.001 already exists.
00:00:12.720 DEBUG Watch omega220.12.40.20.01.001 already exists.
00:00:12.883 DEBUG Watch omega210.22.42.20.01.004 already exists.
00:00:13.048 DEBUG Watch omega215.33.46.51.01.001 already exists.
00:00:13.213 DEBUG Watch omega215.92.46.22.01.003 already exists.
00:00:13.372 DEBUG Watch omega311.33.42.50.01.001 already exists.
00:00:13.532 DEBUG Watch omega329.32.44.51.01.001 already exists.
00:00:13.692 DEBUG Watch omega329.30.44.51.04.001 already exists.
00:00:13.858 DEBUG Watch omega234.10.39.20.01.001 already exists.
00:00:14.031 DEBUG Watch omega231.10.43.52.06.001 already exists.
00:00:14.197 DEBUG Watch omega329.33.44.51.04.001 already exists.
00:00:14.359 DEBUG Watch omega3623.50.00 already exists.
00:00:14.523 DEBUG Watch omega311.92.44.30.01.001 already exists.
00:00:14.683 DEBUG Watch omega311.30.42.30.01.004 already exists.
00:00:14.846 DEBUG Watch omega3582.31.00 already exists.
00:00:15.006 DEBUG Watch omega212.30.36.20.04.001 already exists.
00:00:15.167 DEBUG Watch omega231.13.43.52.06.001 already exists.
00:00:15.327 DEBUG Watch omega2517.30.00 already exists.
00:00:15.491 DEBUG Watch omega231.92.43.22.04.001 already exists.
00:00:15.653 DEBUG Watch omega331.10.42.51.03.001 already exists.
00:00:15.812 DEBUG Watch omega231.90.43.22.04.001 already exists.
00:00:15.973 DEBUG Watch omega522.30.42.30.06.001 already exists.
00:00:16.166 DEBUG Watch omega311.92.44.51.01.007 already exists.
00:00:16.327 DEBUG Watch omega215.30.44.21.01.002 already exists.
00:00:16.494 DEBUG Watch omega220.12.41.21.03.001 already exists.
00:00:16.661 DEBUG Watch omega318.90.45.79.01.001 already exists.
00:00:16.831 DEBUG Watch omega215.30.44.22.01.001 already exists.
00:00:16.999 DEBUG Watch omega310.32.42.50.02.001 already exists.
00:00:17.161 DEBUG Watch omega413.15.27.60.05.001 already exists.
00:00:17.322 DEBUG Watch omega131.10.29.20.52.001 already exists.
00:00:17.482 DEBUG Watch omega522.32.44.21.03.001 already exists.
00:00:17.643 DEBUG Watch omega130.20.39.21.03.001 already exists.
00:00:17.807 DEBUG Watch omega424.10.37.20.03.002 already exists.
00:00:17.978 DEBUG Watch omega232.30.38.20.01.001 already exists.
00:00:18.215 DEBUG Watch omega210.30.44.51.03.002 already exists.
00:00:18.377 DEBUG Watch omega3578.51.00 already exists.
00:00:18.548 DEBUG Watch omega220.10.41.21.06.001 already exists.
00:00:18.713 DEBUG Watch omega210.30.44.51.06.001 already exists.
00:00:18.918 DEBUG Watch omega231.20.43.22.06.002 already exists.
00:00:19.082 DEBUG Watch omega212.30.36.20.01.001 already exists.
00:00:19.245 DEBUG Watch omega231.53.49.10.04.001 already exists.
00:00:19.409 DEBUG Watch omega2264.50.00 already exists.
00:00:19.578 DEBUG Watch omega2332.80.00 already exists.
00:00:19.737 DEBUG Watch omega433.10.41.22.02.001 already exists.
00:00:19.905 DEBUG Watch omegast_176.007 already exists.
00:00:20.061 DEBUG Watch omega3511.50.00 already exists.
00:00:20.221 DEBUG Watch omega232.32.46.21.01.001 already exists.
00:00:20.380 DEBUG Watch omega232.32.46.21.01.003 already exists.
00:00:20.568 DEBUG Watch omega231.10.39.22.01.001 already exists.
00:00:20.729 DEBUG Watch omega231.13.44.52.06.001 already exists.
00:00:20.890 DEBUG Watch omega212.30.36.20.51.001 already exists.
00:00:21.054 DEBUG Watch omega210.20.42.20.03.001 already exists.
00:00:21.253 DEBUG Watch omega215.33.40.20.03.001 already exists.
00:00:21.415 DEBUG Watch omega2210.50.00 already exists.
00:00:21.575 DEBUG Watch omega304.33.44.52.01.001 already exists.
00:00:21.735 DEBUG Watch omega3221.30.00 already exists.
00:00:21.895 DEBUG Watch omega231.10.43.22.02.001 already exists.
00:00:22.070 DEBUG Watch omega231.10.44.50.09.001 already exists.
00:00:22.228 DEBUG Watch omega3290.50.00 already exists.
00:00:22.391 DEBUG Watch omega311.30.42.30.99.002 already exists.
00:00:22.555 DEBUG Watch omega231.10.42.21.02.001 already exists.
00:00:22.718 DEBUG Watch omega232.30.46.21.01.001 already exists.
00:00:22.884 DEBUG Watch omega331.10.42.51.02.002 already exists.
00:00:23.048 DEBUG Watch omega511.13.38.20.02.001 already exists.
00:00:23.212 DEBUG Watch omega326.30.40.50.11.001 already exists.
00:00:23.370 DEBUG Watch omega210.30.44.51.03.001 already exists.
00:00:23.530 DEBUG Watch omega231.10.43.22.06.001 already exists.
00:00:23.689 DEBUG Watch omega231.10.44.50.01.001 already exists.
00:00:23.846 DEBUG Watch omega231.10.39.21.03.001 already exists.
00:00:24.011 DEBUG Watch omega215.32.43.21.04.001 already exists.
00:00:24.175 DEBUG Watch omega232.90.42.21.03.001 already exists.
00:00:24.371 DEBUG Watch omega232.90.46.21.03.001 already exists.
00:00:24.537 DEBUG Watch omega233.22.41.21.01.002 already exists.
00:00:24.700 DEBUG Watch omega232.30.38.20.01.002 already exists.
00:00:24.889 DEBUG Watch omega231.10.42.21.01.002 already exists.
00:00:25.068 DEBUG Watch omega222.30.46.20.01.001 already exists.
00:00:25.242 DEBUG Watch omega2512.30.00 already exists.
00:00:25.428 DEBUG Watch omega522.33.40.20.04.001 already exists.
00:00:25.595 DEBUG Watch nomos384 already exists.
00:00:25.794 DEBUG Watch nomos781 already exists.
00:00:25.955 DEBUG Watch nomos1301.s2 already exists.
00:00:26.116 DEBUG Watch nomos501.s6 already exists.
00:00:26.278 DEBUG Watch nomos250.s1 already exists.
00:00:26.437 DEBUG Watch nomos753.s3 already exists.
00:00:26.661 DEBUG Watch nomos205.s2 already exists.
00:00:26.828 DEBUG Watch nomos807 already exists.
00:00:27.054 DEBUG Watch nomos553 already exists.
00:00:27.239 DEBUG Watch nomos1101 already exists.
00:00:27.400 DEBUG Watch montblanc116096 already exists.
00:00:27.557 DEBUG Watch maurice_lacroixmp7138-ss001 already exists.
00:00:27.800 DEBUG Watch paneraipam_523 already exists.
00:00:27.967 DEBUG Watch paneraipam_1043 already exists.
00:00:28.133 DEBUG Watch paneraipam_614 already exists.
00:00:28.298 DEBUG Watch paneraipam_112 already exists.
00:00:28.461 DEBUG Watch paneraipam_663 already exists.
00:00:28.625 DEBUG Watch paneraipam_676 already exists.
00:00:28.792 DEBUG Watch paneraipam_514 already exists.
00:00:28.951 DEBUG Watch paneraipam_632 already exists.
00:00:29.122 DEBUG Watch paneraipam_510 already exists.
00:00:29.288 DEBUG Watch paneraipam_111 already exists.
00:00:29.452 DEBUG Watch paneraipam_1086 already exists.
00:00:29.609 DEBUG Watch paneraipam_629 already exists.
00:00:29.771 DEBUG Watch paneraipam_992 already exists.
00:00:29.933 DEBUG Watch paneraipam_1028 already exists.
00:00:30.092 DEBUG Watch paneraipam_372 already exists.
00:00:30.252 DEBUG Watch paneraipam_218 already exists.
00:00:30.410 DEBUG Watch paneraipam_1223 already exists.
00:00:30.577 DEBUG Watch paneraipam_000 already exists.
00:00:30.742 DEBUG Watch paneraipam_441 already exists.
00:00:30.905 DEBUG Watch paneraipam_1312 already exists.
00:00:31.070 DEBUG Watch paneraipam_233 already exists.
00:00:31.231 DEBUG Watch paneraipam_1090 already exists.
00:00:31.390 DEBUG Watch paneraipam_312 already exists.
00:00:31.558 DEBUG Watch paneraipam_369 already exists.
00:00:31.720 DEBUG Watch paneraipam_292 already exists.
00:00:31.881 DEBUG Watch paneraipam_773 already exists.
00:00:32.049 DEBUG Watch paneraipam_1535 already exists.
00:00:32.209 DEBUG Watch paneraipam_564 already exists.
00:00:32.378 DEBUG Watch paneraipam_978 already exists.
00:00:32.535 DEBUG Watch paneraipam_1048 already exists.
00:00:32.695 DEBUG Watch paneraipam_643 already exists.
00:00:32.869 DEBUG Watch paneraipam_305 already exists.
00:00:33.028 DEBUG Watch paneraipam_1305 already exists.
00:00:33.187 DEBUG Watch paneraipam_927 already exists.
00:00:33.348 DEBUG Watch paneraipam_609 already exists.
00:00:33.506 DEBUG Watch paneraipam_1110 already exists.
00:00:33.665 DEBUG Watch paneraipam_005 already exists.
00:00:33.832 DEBUG Watch paneraipam_1176 already exists.
00:00:33.994 DEBUG Watch paneraipam_716 already exists.
00:00:34.161 DEBUG Watch paneraipam_561 already exists.
00:00:34.322 DEBUG Watch paneraipam_755 already exists.
00:00:34.483 DEBUG Watch paneraipam_777 already exists.
00:00:34.642 DEBUG Watch paneraipam_390 already exists.
00:00:34.803 DEBUG Watch paneraipam_371 already exists.
00:00:34.961 DEBUG Watch paneraipam_346 already exists.
00:00:35.123 DEBUG Watch paneraipam_001 already exists.
00:00:35.283 DEBUG Watch paneraipam_024 already exists.
00:00:35.442 DEBUG Watch paneraipam_232 already exists.
00:00:35.602 DEBUG Watch paneraipam_425 already exists.
00:00:35.767 DEBUG Watch paneraipam_943 already exists.
00:00:35.928 DEBUG Watch paneraipam_210 already exists.
00:00:36.090 DEBUG Watch paneraipam_380 already exists.
00:00:36.252 DEBUG Watch paneraipam_590 already exists.
00:00:36.414 DEBUG Watch paneraipam_1392 already exists.
00:00:36.575 DEBUG Watch paneraipam_1270 already exists.
00:00:36.736 DEBUG Watch paneraipam_915 already exists.
00:00:36.894 DEBUG Watch paneraipam_063 already exists.
00:00:37.059 DEBUG Watch paneraipam_1351 already exists.
00:00:37.230 DEBUG Watch paneraipam_183 already exists.
00:00:37.389 DEBUG Watch paneraipam_176 already exists.
00:00:37.549 DEBUG Watch paneraipam_069 already exists.
00:00:37.723 DEBUG Watch paneraipam_104 already exists.
00:00:37.887 DEBUG Watch paneraipam_090 already exists.
00:00:38.077 DEBUG Watch paneraipam_010 already exists.
00:00:38.239 DEBUG Watch paneraipam_1359 already exists.
00:00:38.399 DEBUG Watch paneraipam_904 already exists.
00:00:38.562 DEBUG Watch paneraipam_422 already exists.
00:00:38.731 DEBUG Watch paneraipam_352 already exists.
00:00:38.897 DEBUG Watch paneraipam_356 already exists.
00:00:39.054 DEBUG Watch paneraipam_982 already exists.
00:00:39.210 DEBUG Watch paneraipam_661 already exists.
00:00:39.372 DEBUG Watch paneraipam_388 already exists.
00:00:39.536 DEBUG Watch paneraipam_177 already exists.
00:00:39.698 DEBUG Watch paneraipam_504 already exists.
00:00:39.861 DEBUG Watch paneraipam_320 already exists.
00:00:40.020 DEBUG Watch paneraipam_283 already exists.
00:00:40.181 DEBUG Watch tag_heuercav511b already exists.
00:00:40.338 DEBUG Watch tag_heuercbk221b already exists.
00:00:40.499 DEBUG Watch tag_heuerway211c already exists.
00:00:40.656 DEBUG Watch tag_heuerwak2180 already exists.
00:00:40.813 DEBUG Watch tag_heuercbk2115 already exists.
00:00:40.974 DEBUG Watch tag_heuercak2112 already exists.
00:00:41.134 DEBUG Watch tag_heuercaw2111 already exists.
00:00:41.293 DEBUG Watch tag_heuerwv2116-0 already exists.
00:00:41.451 DEBUG Watch tag_heuercar221a already exists.
00:00:41.611 DEBUG Watch tag_heuerwbe5192 already exists.
00:00:41.773 DEBUG Watch tag_heuerway201a already exists.
00:00:41.936 DEBUG Watch tag_heuercbg2a1z already exists.
00:00:42.100 DEBUG Watch tag_heuercaw211p already exists.
00:00:42.266 DEBUG Watch tag_heuerwau111d already exists.
00:00:42.429 DEBUG Watch tag_heuercar2013-4 already exists.
00:00:42.594 DEBUG Watch tag_heuercar2a12 already exists.
00:00:42.759 DEBUG Watch tag_heuercar208z already exists.
00:00:42.921 DEBUG Watch tag_heuerwar201c-1 already exists.
00:00:43.083 DEBUG Watch tag_heuercas2150 already exists.
00:00:43.242 DEBUG Watch tag_heuercr2080 already exists.
00:00:43.405 DEBUG Watch tag_heuercs2111 already exists.
00:00:43.560 DEBUG Watch tag_heuercay1111 already exists.
00:00:43.719 DEBUG Watch tag_heuercv2a1v already exists.
00:00:43.942 DEBUG Watch tag_heuercar2a1z already exists.
00:00:44.107 DEBUG Watch tag_heuerwbd2112-0 already exists.
00:00:44.264 DEBUG Watch tag_heuercw2113-0 already exists.
00:00:44.459 DEBUG Watch tag_heuercal2110 already exists.
00:00:44.614 DEBUG Watch tag_heuercaz2011 already exists.
00:00:44.774 DEBUG Watch tag_heuercbe2117 already exists.
00:00:44.937 DEBUG Watch tag_heuercay211a already exists.
00:00:45.097 DEBUG Watch tag_heuercar2a1w-0 already exists.
00:00:45.255 DEBUG Watch tag_heuercay1110 already exists.
00:00:45.415 DEBUG Watch tag_heuercv2a1ab already exists.
00:00:45.627 DEBUG Watch tag_heuerway201t already exists.
00:00:45.793 DEBUG Watch tag_heuerway201s-0 already exists.
00:00:45.959 DEBUG Watch tag_heuerwaz211a already exists.
00:00:46.120 DEBUG Watch tag_heuercav511a already exists.
00:00:46.284 DEBUG Watch tag_heuercam2111 already exists.
00:00:46.445 DEBUG Watch tag_heuercar201t already exists.
00:00:46.610 DEBUG Watch tag_heuercbl2113 already exists.
00:00:46.771 DEBUG Watch tag_heuercy2110 already exists.
00:00:46.929 DEBUG Watch tag_heuercar201v already exists.
00:00:47.092 DEBUG Watch tag_heuerwbe5112 already exists.
00:00:47.249 DEBUG Watch tag_heuercjf2150 already exists.
00:00:47.422 DEBUG Watch tag_heuercv2014-2 already exists.
00:00:47.579 DEBUG Watch tag_heuerway201s already exists.
00:00:47.739 DEBUG Watch tag_heuercaw211r already exists.
00:00:47.906 DEBUG Watch tag_heuercar2b10 already exists.
00:00:48.073 DEBUG Watch tag_heuerwav5112 already exists.
00:00:48.231 DEBUG Watch tag_heuerww2119 already exists.
00:00:48.396 DEBUG Watch tag_heuercbn2a1a already exists.
00:00:48.554 DEBUG Watch tag_heuercar2a1t-0 already exists.
00:00:48.713 DEBUG Watch tag_heuercv201ag already exists.
00:00:48.871 DEBUG Watch tag_heuercbk221d already exists.
00:00:49.035 DEBUG Watch tag_heuercaz201a already exists.
00:00:49.197 DEBUG Watch tag_heuercar2b11 already exists.
00:00:49.393 DEBUG Watch tag_heuercar2090 already exists.
00:00:49.552 DEBUG Watch tag_heuercaw2110 already exists.
00:00:49.712 DEBUG Watch tag_heuercar2112 already exists.
00:00:49.914 DEBUG Watch tag_heuercbl2111 already exists.
00:00:50.082 DEBUG Watch tag_heuercar2a1z-0 already exists.
00:00:50.249 DEBUG Watch tag_heuercv2a10 already exists.
00:00:50.410 DEBUG Watch tag_heuerwbp208c already exists.
00:00:50.567 DEBUG Watch tag_heuerway2015 already exists.
00:00:50.725 DEBUG Watch tag_heuercbk2110 already exists.
00:00:50.886 DEBUG Watch tag_heuercaj2110 already exists.
00:00:51.047 DEBUG Watch tag_heuerway208b already exists.
00:00:51.205 DEBUG Watch tag_heuercar2a90 already exists.
00:00:51.379 DEBUG Watch patek_philippe5112g already exists.
00:00:51.543 DEBUG Watch patek_philippe5711a already exists.
00:00:51.708 DEBUG Watch patek_philippe3989j already exists.
00:00:51.865 DEBUG Watch patek_philippe3802j already exists.
00:00:52.025 DEBUG Watch patek_philippe3940p already exists.
00:00:52.187 DEBUG Watch patek_philippe3998g already exists.
00:00:52.345 DEBUG Watch patek_philippe5196j already exists.
00:00:52.507 DEBUG Watch patek_philippe5712a already exists.
00:00:52.679 DEBUG Watch patek_philippe4910#10a already exists.
00:00:52.855 DEBUG Watch patek_philippe5296r already exists.
00:00:53.019 DEBUG Watch patek_philippe7118a already exists.
00:00:53.186 DEBUG Watch patek_philippe5565a already exists.
00:00:53.345 DEBUG Watch patek_philippe5960p already exists.
00:00:53.506 DEBUG Watch patek_philippe5296g already exists.
00:00:53.679 DEBUG Watch tudor79030 already exists.
00:00:53.878 DEBUG Watch tudor79250 already exists.
00:00:54.058 DEBUG Watch tudor79210 already exists.
00:00:54.224 DEBUG Watch tudor56000 already exists.
00:00:54.403 DEBUG Watch tudor79230 already exists.
00:00:54.609 DEBUG Watch tudor25600 already exists.
00:00:54.775 DEBUG Watch tudor79220 already exists.
00:00:54.942 DEBUG Watch tudor76200 already exists.
00:00:55.118 DEBUG Watch tudor79830 already exists.
00:00:55.324 DEBUG Watch tudor79363 already exists.
00:00:55.489 DEBUG Watch tudor70330 already exists.
00:00:55.655 DEBUG Watch tudor25500 already exists.
00:00:55.826 DEBUG Watch tudor79012 already exists.
00:00:56.003 DEBUG Watch tudor79010 already exists.
00:00:56.167 DEBUG Watch tudor79470 already exists.
00:00:56.329 DEBUG Watch tudor79350 already exists.
00:00:56.490 DEBUG Watch tudor79540 already exists.
00:00:56.649 DEBUG Watch tudor79733 already exists.
00:00:56.813 DEBUG Watch tudor79910 already exists.
00:00:56.979 DEBUG Watch tudor79833 already exists.
00:00:57.138 DEBUG Watch tudor79500 already exists.
00:00:57.301 DEBUG Watch tudor12310 already exists.
00:00:57.460 DEBUG Watch tudor42000 already exists.
00:00:57.619 DEBUG Watch tudor28500 already exists.
00:00:57.779 DEBUG Watch tudor79270p already exists.
00:00:57.943 DEBUG Watch tudor79018 already exists.
00:00:58.106 DEBUG Watch tudor79090 already exists.
00:00:58.263 DEBUG Watch tudor12713 already exists.
00:00:58.425 DEBUG Watch oris01_730_7757_4083 already exists.
00:00:58.591 DEBUG Watch rolex15200 already exists.
00:00:58.764 DEBUG Watch rolex114200 already exists.
00:00:58.944 DEBUG Watch rolex124273 already exists.
00:00:59.114 DEBUG Watch rolex16610 already exists.
00:00:59.286 DEBUG Watch rolex14270 already exists.
00:00:59.463 DEBUG Watch rolex124200 already exists.
00:00:59.665 DEBUG Watch rolex116900 already exists.
00:00:59.856 DEBUG Watch rolex116400gv already exists.
00:01:00.051 DEBUG Watch rolex126610 already exists.
00:01:00.240 DEBUG Watch rolex116300 already exists.
00:01:00.419 DEBUG Watch rolex116500 already exists.
00:01:00.606 DEBUG Watch rolex116613 already exists.
00:01:00.800 DEBUG Watch rolex126613 already exists.
00:01:00.995 DEBUG Watch rolex116000 already exists.
00:01:01.208 DEBUG Watch rolex126200 already exists.
00:01:02.091 DEBUG Watch rolex126600 already exists.
00:01:02.283 DEBUG Watch rolex124060 already exists.
00:01:02.628 DEBUG Watch rolex124270 already exists.
00:01:02.812 DEBUG Watch rolex116333 already exists.
00:01:02.979 DEBUG Watch rolex116610lv already exists.
00:01:03.152 DEBUG Watch rolex16613 already exists.
00:01:03.335 DEBUG Watch rolex216570 already exists.
00:01:03.514 DEBUG Watch rolex178344 already exists.
00:01:03.682 DEBUG Watch rolex126660 already exists.
00:01:03.885 DEBUG Watch rolex79173 already exists.
00:01:04.052 DEBUG Watch rolex18038 already exists.
00:01:04.215 DEBUG Watch rolex116234 already exists.
00:01:04.384 DEBUG Watch rolex116610 already exists.
00:01:04.567 DEBUG Watch rolex16610lv already exists.
00:01:04.741 DEBUG Watch rolex114060 already exists.
00:01:04.924 DEBUG Watch rolex126300 already exists.
00:01:05.143 DEBUG Watch rolex214270 already exists.
00:01:05.382 DEBUG Watch rolex116622 already exists.
00:01:05.575 DEBUG Watch rolex114270 already exists.
00:01:05.741 DEBUG Watch rolex14000 already exists.
00:01:05.904 DEBUG Watch rolex16760 already exists.
00:01:06.124 DEBUG Watch rolex14060 already exists.
00:01:06.310 DEBUG Watch rolex126334 already exists.
00:01:06.506 DEBUG Watch rolex126333 already exists.
00:01:06.675 DEBUG Watch rolex116710 already exists.
00:01:06.862 DEBUG Watch rolex326934 already exists.
00:01:07.053 DEBUG Watch rolex114300 already exists.
00:01:07.232 DEBUG Watch rolex116200 already exists.
00:01:07.405 DEBUG Watch rolex124300 already exists.
00:01:07.581 DEBUG Watch rolex116519 already exists.
00:01:07.786 DEBUG Watch rolex126000 already exists.
00:01:07.980 DEBUG Watch rolex16570 already exists.
00:01:08.164 DEBUG Watch rolex126603 already exists.
00:01:08.327 DEBUG Watch rolex50525 already exists.
00:01:08.494 DEBUG Watch rolex126710 already exists.
00:01:08.696 DEBUG Watch rolex50529 already exists.
00:01:08.863 DEBUG Watch rolex126234 already exists.
00:01:09.037 DEBUG Watch rolex126711 already exists.
00:01:09.212 DEBUG Watch rolex126331 already exists.
00:01:09.374 DEBUG Watch rolex16030 already exists.
00:01:09.545 DEBUG Watch rolex116264 already exists.
00:01:09.712 DEBUG Watch rolex116503 already exists.
00:01:09.876 DEBUG Watch rolex279160 already exists.
00:01:10.036 DEBUG Watch rolex116713 already exists.
00:01:10.213 DEBUG Watch rolex16200 already exists.
00:01:10.386 DEBUG Watch rolex226570 already exists.
00:01:10.547 DEBUG Watch rolex115234 already exists.
00:01:10.706 DEBUG Watch rolex169622 already exists.
00:01:10.867 DEBUG Watch rolex14010 already exists.
00:01:11.027 DEBUG Watch rolex118205 already exists.
00:01:11.206 DEBUG Watch rolex18239 already exists.
00:01:11.368 DEBUG Watch rolex116400 already exists.
00:01:11.533 DEBUG Watch rolex116680 already exists.
00:01:11.700 DEBUG Watch rolex116660 already exists.
00:01:11.867 DEBUG Watch rolex126233 already exists.
00:01:12.028 DEBUG Watch rolex126203 already exists.
00:01:12.194 DEBUG Watch rolex116334 already exists.
00:01:12.358 DEBUG Watch rolex326933 already exists.
00:01:12.615 DEBUG Watch rolex126231 already exists.
00:01:12.778 DEBUG Watch rolex169623 already exists.
00:01:12.941 DEBUG Watch rolex69173 already exists.
00:01:13.107 DEBUG Watch rolex76080 already exists.
00:01:13.312 DEBUG Watch rolex128238 already exists.
00:01:13.477 DEBUG Watch rolex176210 already exists.
00:01:13.649 DEBUG Watch rolex16600 already exists.
00:01:13.854 DEBUG Watch rolex279174 already exists.
00:01:14.024 DEBUG Watch rolex15000 already exists.
00:01:14.182 DEBUG Watch rolex16528 already exists.
00:01:14.345 DEBUG Watch rolex16234 already exists.
00:01:14.511 DEBUG Watch rolex116518 already exists.
00:01:14.674 DEBUG Watch rolex116231 already exists.
00:01:14.832 DEBUG Watch rolex178274 already exists.
00:01:14.998 DEBUG Watch rolex115200 already exists.
00:01:15.163 DEBUG Watch rolex16622 already exists.
00:01:15.361 DEBUG Watch rolex276200 already exists.
00:01:15.533 DEBUG Watch rolex76030 already exists.
00:01:15.700 DEBUG Watch rolex116201 already exists.
00:01:15.861 DEBUG Watch rolex77080 already exists.
00:01:16.021 DEBUG Watch rolex279161 already exists.
00:01:16.189 DEBUG Watch rolex69160 already exists.
00:01:16.359 DEBUG Watch rolex16203 already exists.
00:01:16.546 DEBUG Watch rolex79160 already exists.
00:01:16.720 DEBUG Watch rolex176200 already exists.
00:01:16.889 DEBUG Watch rolex67180 already exists.
00:01:17.067 DEBUG Watch rolex278274 already exists.
00:01:17.235 DEBUG Watch rolex79240 already exists.
00:01:17.401 DEBUG Watch rolex16264 already exists.
00:01:17.562 DEBUG Watch rolex1675 already exists.
00:01:17.723 DEBUG Watch rolex268655 already exists.
00:01:17.887 DEBUG Watch rolex16700 already exists.
00:01:18.048 DEBUG Watch rolex15210 already exists.
00:01:18.211 DEBUG Watch rolex16713 already exists.
00:01:18.371 DEBUG Watch rolex116600 already exists.
00:01:18.532 DEBUG Watch rolex277200 already exists.
00:01:18.697 DEBUG Watch rolex67480 already exists.
00:01:18.855 DEBUG Watch rolex168623 already exists.
00:01:19.021 DEBUG Watch rolex116203 already exists.
00:01:19.184 DEBUG Watch rolex68279 already exists.
00:01:19.341 DEBUG Watch rolex50535 already exists.
00:01:19.506 DEBUG Watch rolex79174 already exists.
00:01:19.672 DEBUG Watch rolex118235 already exists.
00:01:19.835 DEBUG Watch rolex79190 already exists.
00:01:20.009 DEBUG Watch rolex118135 already exists.
00:01:20.167 DEBUG Watch rolex118239 already exists.
00:01:20.325 DEBUG Watch rolex16623 already exists.
00:01:20.486 DEBUG Watch rolex69240 already exists.
00:01:20.646 DEBUG Watch ulysse_nardin243-00#43 already exists.
00:01:20.803 DEBUG Watch ulysse_nardin1183-310#42-bq already exists.
00:01:20.969 DEBUG Watch ulysse_nardin236-68 already exists.
00:01:21.135 DEBUG Watch ulysse_nardin333-77 already exists.
00:01:21.299 DEBUG Watch ulysse_nardin263-33-3#91 already exists.
00:01:21.456 DEBUG Watch ulysse_nardin8163-175-7mil#93 already exists.
00:01:21.626 DEBUG Watch ulysse_nardin1183-320#40 already exists.
00:01:21.805 DEBUG Watch ulysse_nardin243-55#92 already exists.
00:01:21.975 DEBUG Watch ulysse_nardin243-00-3#42 already exists.
00:01:22.145 DEBUG Watch ulysse_nardin263-55-3 already exists.
00:01:22.324 DEBUG Watch ulysse_nardin1503-150 already exists.
00:01:22.491 DEBUG Watch ulysse_nardin263-33#92 already exists.
00:01:22.655 DEBUG Watch ulysse_nardin3203-950 already exists.
00:01:22.832 DEBUG Watch ulysse_nardin1506-150#le already exists.
00:01:23.002 DEBUG Watch ulysse_nardin3713-260#black already exists.
00:01:23.176 DEBUG Watch ulysse_nardin203-22-7-52 already exists.
00:01:23.366 DEBUG Watch ulysse_nardin263-66 already exists.
00:01:23.582 DEBUG Watch zenith96.2260.4061 already exists.
00:01:23.763 DEBUG Watch zenith51.2061.405 already exists.
00:01:23.938 DEBUG Watch zenith05.2430.679 already exists.
00:01:24.103 DEBUG Watch zenith49.2520.400 already exists.
00:01:24.272 DEBUG Watch zenith24.2160.4063 already exists.
00:01:24.460 DEBUG Watch zenith03.2160.4047 already exists.
00:01:24.635 DEBUG Watch zenith03.2046.4061 already exists.
00:01:24.814 DEBUG Watch zenith03.2150.400 already exists.
00:01:25.013 DEBUG Watch zenith03.us384.400 already exists.
00:01:25.177 DEBUG Watch zenith03.3102.3600 already exists.
00:01:25.440 DEBUG Watch zenith95.9000.9004 already exists.
00:01:25.632 DEBUG Watch zenith03.2170.4650 already exists.
00:01:25.819 DEBUG Watch zenith65.3101.3600 already exists.
00:01:26.001 DEBUG Watch zenith03.3200.3600 already exists.
00:01:26.210 DEBUG Watch zenith03.2020.670 already exists.
00:01:26.376 DEBUG Watch zenith97.t384.4061 already exists.
00:01:26.548 DEBUG Watch zenith03.2091.410 already exists.
00:01:26.739 DEBUG Watch zenith03.2120.685 already exists.
00:01:26.920 DEBUG Watch zenith03.3100.3600 already exists.
00:01:27.116 DEBUG Watch zenith03.2400.4046 already exists.
